Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,RelevantEducationLevel,JobLevel,JobRole,RecruiterScore,MaritalStatus,JobType,NumCompaniesWorked,OverTime,SalaryExpectation,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,MonthlyIncome,Ethnicity,HIRED
31,Travel_Rarely,Research & Development,4,3,Medical,Female,4,1,Laboratory Technician,3,Divorced,3978,8,No,12,3,2,1,4,0,2,2,full_time,non-minority,YES
26,Travel_Frequently,Research & Development,6,3,Other,Male,4,1,Laboratory Technician,4,Married,2544,0,No,18,3,1,1,8,3,7,7,full_time,non-minority,YES
33,Travel_Rarely,Sales,10,4,Marketing,Male,3,2,Sales Executive,3,Single,5487,1,No,14,3,2,0,10,2,10,4,full_time,minority,YES
27,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,3,1,Research Scientist,2,Married,2226,1,No,11,3,3,1,6,3,5,3,full_time,non-minority,YES
34,Travel_Frequently,Research & Development,22,4,Other,Male,2,2,Research Scientist,4,Married,5747,1,Yes,15,3,2,0,16,3,15,10,full_time,non-minority,YES
56,Travel_Rarely,Sales,11,5,Marketing,Female,2,2,Sales Executive,1,Married,5380,4,No,16,3,3,1,6,3,0,0,full_time,non-minority,YES
38,Travel_Frequently,Research & Development,8,3,Medical,Female,2,2,Research Scientist,2,Divorced,2133,1,Yes,16,3,3,1,20,3,20,11,contract,minority,YES
35,Travel_Rarely,Sales,18,4,Medical,Male,3,2,Sales Executive,1,Married,5561,0,No,16,3,4,1,6,2,5,3,full_time,non-minority,YES
28,Non-Travel,Research & Development,16,3,Medical,Male,3,1,Research Scientist,3,Single,2144,1,No,14,3,3,0,5,3,5,3,full_time,non-minority,YES
34,Travel_Rarely,Sales,1,3,Marketing,Male,3,3,Sales Executive,4,Single,9888,1,No,21,4,1,0,14,3,14,8,full_time,non-minority,YES
32,Non-Travel,Research & Development,15,4,Medical,Female,3,2,Healthcare Representative,4,Divorced,6667,5,No,18,3,2,1,9,6,5,1,full_time,non-minority,YES
31,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,1,2,Research Scientist,1,Married,5003,1,No,21,4,2,0,10,6,10,8,full_time,non-minority,YES
27,Travel_Rarely,Sales,9,3,Marketing,Male,3,2,Sales Executive,4,Single,4105,1,No,14,3,1,0,7,5,7,7,full_time,minority,YES
31,Travel_Frequently,Sales,26,4,Marketing,Male,3,2,Sales Executive,4,Married,5617,1,Yes,11,3,3,0,10,4,10,7,contract,non-minority,YES
55,Travel_Rarely,Human Resources,26,4,Human Resources,Male,4,5,Manager,2,Married,19636,4,Yes,18,3,1,1,35,0,10,9,contract,non-minority,YES
42,Non-Travel,Research & Development,23,2,Life Sciences,Male,2,2,Research Scientist,3,Single,4332,1,No,12,3,4,0,20,2,20,9,full_time,non-minority,YES
31,Non-Travel,Research & Development,10,3,Medical,Female,3,3,Research Director,3,Married,11031,4,No,20,4,3,1,13,2,11,7,full_time,minority,YES
40,Travel_Frequently,Research & Development,11,3,Technical Degree,Female,3,2,Laboratory Technician,3,Married,6323,1,No,11,3,1,1,10,2,10,9,full_time,non-minority,YES
40,Travel_Rarely,Sales,2,2,Marketing,Female,3,2,Sales Executive,2,Married,5677,3,No,14,3,3,1,15,4,11,8,full_time,non-minority,YES
30,Travel_Rarely,Research & Development,1,2,Medical,Male,3,1,Laboratory Technician,2,Married,3748,1,No,13,3,3,0,12,6,12,8,full_time,minority,YES
47,Travel_Rarely,Research & Development,25,3,Medical,Male,3,3,Healthcare Representative,3,Single,8633,2,No,23,4,2,0,25,3,17,14,full_time,minority,YES
38,Travel_Rarely,Sales,1,4,Life Sciences,Male,3,2,Sales Executive,2,Married,4440,0,No,15,3,1,2,16,3,15,13,full_time,non-minority,YES
47,Non-Travel,Research & Development,1,1,Medical,Female,3,3,Research Director,2,Married,11957,0,No,18,3,1,2,14,3,13,8,full_time,minority,YES
33,Travel_Rarely,Research & Development,15,2,Medical,Female,3,2,Healthcare Representative,4,Married,4878,0,Yes,13,3,1,1,10,6,9,7,contract,non-minority,YES
39,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,3,2,Research Scientist,4,Single,4108,7,No,13,3,1,0,18,2,7,7,full_time,minority,YES
38,Travel_Rarely,Research & Development,10,3,Medical,Female,1,3,Research Director,3,Married,13206,3,No,12,3,1,1,20,3,18,16,full_time,non-minority,YES
32,Travel_Rarely,Sales,1,4,Marketing,Female,3,3,Sales Executive,4,Married,10422,1,No,19,3,3,2,14,3,14,10,contract,non-minority,YES
37,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,3,Research Director,4,Married,13744,1,Yes,25,4,1,1,16,2,16,11,contract,non-minority,YES
52,Non-Travel,Sales,29,4,Life Sciences,Male,3,1,Sales Representative,4,Divorced,3482,2,No,15,3,2,2,16,3,9,8,full_time,minority,YES
36,Travel_Rarely,Sales,3,3,Medical,Female,2,3,Sales Executive,4,Married,7644,0,No,19,3,3,2,10,2,9,7,full_time,minority,YES
56,Non-Travel,Research & Development,1,4,Life Sciences,Male,3,2,Healthcare Representative,3,Divorced,6306,1,No,21,4,1,1,13,2,13,12,full_time,non-minority,YES
42,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,5,Manager,3,Married,18880,5,No,11,3,1,0,24,2,22,6,contract,minority,YES
56,Travel_Rarely,Research & Development,7,2,Technical Degree,Male,3,1,Laboratory Technician,3,Married,2339,8,No,11,3,4,1,14,4,10,9,full_time,minority,YES
41,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,4,Manufacturing Director,2,Married,13570,0,No,23,4,3,1,21,3,20,7,full_time,non-minority,YES
41,Travel_Rarely,Sales,3,3,Life Sciences,Male,2,2,Sales Executive,2,Divorced,8938,2,No,11,3,3,1,14,5,5,4,full_time,non-minority,YES
35,Travel_Rarely,Human Resources,26,4,Life Sciences,Female,3,3,Human Resources,4,Single,8837,1,Yes,16,3,3,0,9,2,9,0,full_time,non-minority,YES
50,Travel_Frequently,Sales,1,4,Life Sciences,Male,3,2,Sales Executive,3,Divorced,6728,7,No,12,3,4,2,12,3,6,3,full_time,non-minority,YES
36,Travel_Rarely,Sales,11,4,Marketing,Female,2,2,Sales Executive,4,Married,6652,4,No,13,3,1,1,8,2,6,3,full_time,non-minority,YES
40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,2,1,Research Scientist,3,Single,2809,2,No,14,3,4,0,8,2,2,2,full_time,non-minority,YES
35,Travel_Frequently,Research & Development,18,4,Life Sciences,Male,3,2,Healthcare Representative,3,Married,5689,1,Yes,14,3,4,2,10,2,10,2,contract,non-minority,YES
39,Travel_Rarely,Sales,24,1,Marketing,Female,2,4,Sales Executive,4,Married,12031,0,No,11,3,1,1,21,2,20,9,contract,non-minority,YES
34,Travel_Rarely,Research & Development,8,3,Medical,Male,4,2,Laboratory Technician,3,Married,4404,2,No,12,3,1,0,6,3,4,3,full_time,non-minority,YES
41,Travel_Rarely,Sales,1,2,Life Sciences,Female,3,2,Sales Executive,4,Single,5993,8,Yes,11,3,1,0,8,0,6,4,full_time,non-minority,NO
49,Travel_Frequently,Research & Development,8,1,Life Sciences,Male,2,2,Research Scientist,2,Married,5130,1,No,23,4,4,1,10,3,10,7,full_time,non-minority,NO
37,Travel_Rarely,Research & Development,2,2,Other,Male,2,1,Laboratory Technician,3,Single,2090,6,Yes,15,3,2,0,7,3,0,0,contract,minority,NO
27,Travel_Rarely,Research & Development,2,1,Medical,Male,3,1,Laboratory Technician,2,Married,3468,9,No,12,3,4,1,6,3,2,2,full_time,non-minority,NO
59,Travel_Rarely,Research & Development,3,3,Medical,Female,4,1,Laboratory Technician,1,Married,2670,4,Yes,20,4,1,3,12,3,1,0,full_time,non-minority,NO
30,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,3,1,Laboratory Technician,3,Divorced,2693,1,No,22,4,2,1,1,2,1,0,full_time,minority,NO
38,Travel_Frequently,Research & Development,23,3,Life Sciences,Male,2,3,Manufacturing Director,3,Single,9526,0,No,21,4,2,0,10,2,9,7,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,27,3,Medical,Male,3,2,Healthcare Representative,3,Married,5237,6,No,13,3,2,2,17,3,7,7,full_time,non-minority,NO
29,Travel_Rarely,Research & Development,15,2,Life Sciences,Female,2,2,Laboratory Technician,3,Single,4193,0,Yes,12,3,4,0,10,3,9,5,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,3,1,Research Scientist,3,Divorced,2911,1,No,17,3,4,1,5,1,5,2,contract,non-minority,NO
34,Travel_Rarely,Research & Development,19,2,Medical,Male,3,1,Laboratory Technician,4,Divorced,2661,0,No,11,3,3,1,3,2,2,2,full_time,non-minority,NO
28,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,2,1,Laboratory Technician,3,Single,2028,5,Yes,14,3,2,0,6,4,4,2,full_time,non-minority,NO
32,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,4,1,Research Scientist,2,Divorced,3298,0,Yes,12,3,4,2,7,5,6,2,full_time,non-minority,NO
22,Non-Travel,Research & Development,16,2,Medical,Male,4,1,Laboratory Technician,4,Divorced,2935,1,Yes,13,3,2,2,1,2,1,0,full_time,non-minority,NO
53,Travel_Rarely,Sales,2,4,Life Sciences,Female,2,4,Manager,4,Married,15427,2,No,16,3,3,0,31,3,25,8,full_time,non-minority,NO
38,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,4,Single,3944,5,Yes,11,3,3,0,6,3,3,2,contract,non-minority,NO
24,Non-Travel,Research & Development,11,2,Other,Female,4,2,Manufacturing Director,3,Divorced,4011,0,No,18,3,4,1,5,5,4,2,full_time,non-minority,NO
36,Travel_Rarely,Sales,9,4,Life Sciences,Male,2,1,Sales Representative,1,Single,3407,7,No,23,4,2,0,10,4,5,3,full_time,non-minority,NO
21,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,3,1,Research Scientist,4,Single,1232,1,No,14,3,4,0,0,6,0,0,full_time,non-minority,NO
34,Travel_Rarely,Research & Development,6,1,Medical,Male,3,1,Research Scientist,1,Single,2960,2,No,11,3,3,0,8,2,4,2,contract,non-minority,NO
32,Travel_Frequently,Research & Development,16,1,Life Sciences,Female,1,1,Research Scientist,1,Single,3919,1,Yes,22,4,2,0,10,5,10,2,full_time,non-minority,NO
44,Travel_Rarely,Research & Development,7,4,Medical,Female,2,3,Healthcare Representative,4,Married,10248,3,No,14,3,4,1,24,4,22,6,full_time,non-minority,NO
46,Travel_Rarely,Sales,2,4,Marketing,Female,3,5,Manager,1,Single,18947,3,No,12,3,4,0,22,2,2,2,full_time,non-minority,NO
33,Travel_Rarely,Research & Development,2,3,Medical,Male,3,1,Laboratory Technician,4,Single,2496,4,No,11,3,4,0,7,3,1,1,contract,non-minority,NO
44,Travel_Rarely,Research & Development,10,4,Other,Male,3,2,Healthcare Representative,4,Married,6465,2,Yes,13,3,4,0,9,5,4,2,contract,non-minority,NO
39,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,2,Sales Representative,4,Married,2086,3,No,14,3,3,1,19,6,1,0,contract,minority,NO
24,Travel_Rarely,Research & Development,1,3,Medical,Male,3,1,Research Scientist,4,Married,2293,2,Yes,16,3,1,1,6,2,2,0,full_time,non-minority,NO
50,Travel_Rarely,Sales,3,2,Marketing,Male,2,1,Sales Representative,3,Married,2683,1,Yes,14,3,3,0,3,2,3,2,full_time,non-minority,NO
35,Travel_Rarely,Sales,2,3,Marketing,Female,3,1,Sales Representative,4,Married,2014,1,No,13,3,1,0,2,3,2,2,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,2,1,Research Scientist,1,Married,3419,9,Yes,14,3,4,1,6,3,1,1,full_time,non-minority,NO
33,Travel_Frequently,Sales,1,3,Life Sciences,Female,4,2,Sales Executive,1,Married,5376,2,No,19,3,1,2,10,3,5,3,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,4,2,Other,Male,3,1,Laboratory Technician,4,Divorced,1951,1,No,12,3,3,1,1,3,1,0,full_time,minority,NO
27,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,1,Laboratory Technician,1,Divorced,2341,1,No,13,3,4,1,1,6,1,0,full_time,minority,NO
26,Travel_Rarely,Research & Development,25,3,Life Sciences,Male,1,1,Laboratory Technician,3,Single,2293,1,No,12,3,3,0,1,2,1,0,contract,minority,NO
41,Travel_Rarely,Research & Development,12,3,Technical Degree,Female,3,5,Research Director,3,Married,19545,1,No,12,3,4,0,23,0,22,15,full_time,non-minority,NO
34,Non-Travel,Sales,23,4,Marketing,Male,3,2,Sales Executive,3,Single,4568,0,No,20,4,3,0,10,2,9,5,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,4,1,Laboratory Technician,4,Married,2269,1,No,19,3,4,0,1,2,1,0,full_time,minority,NO
48,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,3,Laboratory Technician,3,Single,5381,9,Yes,13,3,4,0,23,2,1,0,full_time,minority,NO
28,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,3,1,Laboratory Technician,3,Single,3441,1,Yes,13,3,3,0,2,3,2,2,full_time,non-minority,NO
44,Travel_Rarely,Sales,1,5,Marketing,Female,3,2,Sales Executive,1,Divorced,5454,5,Yes,21,4,3,1,9,2,4,3,full_time,non-minority,NO
35,Non-Travel,Research & Development,11,2,Medical,Male,2,3,Healthcare Representative,1,Married,9884,2,Yes,13,3,3,1,10,3,4,0,full_time,non-minority,NO
26,Travel_Rarely,Sales,23,3,Marketing,Female,2,2,Sales Executive,4,Married,4157,7,Yes,19,3,3,1,5,2,2,2,full_time,non-minority,NO
35,Travel_Frequently,Sales,18,5,Life Sciences,Male,3,3,Sales Executive,1,Married,9069,1,No,22,4,4,1,9,3,9,8,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,23,4,Medical,Female,3,1,Laboratory Technician,1,Married,4014,3,Yes,15,3,3,1,4,3,2,2,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,2,Laboratory Technician,4,Divorced,5915,3,No,22,4,4,1,10,3,7,7,full_time,non-minority,NO
37,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,2,Manufacturing Director,3,Divorced,5993,1,No,18,3,3,1,7,2,7,5,full_time,non-minority,NO
32,Travel_Rarely,Research & Development,1,3,Medical,Male,3,2,Manufacturing Director,4,Married,6162,1,Yes,22,4,2,1,9,3,9,8,full_time,non-minority,NO
38,Travel_Frequently,Research & Development,29,5,Life Sciences,Female,3,2,Laboratory Technician,4,Single,2406,1,No,11,3,4,0,10,2,10,3,full_time,non-minority,NO
59,Travel_Rarely,Sales,25,3,Life Sciences,Female,3,3,Sales Executive,1,Single,7637,7,No,11,3,4,0,28,3,21,16,contract,non-minority,NO
36,Travel_Rarely,Research & Development,8,3,Technical Degree,Female,3,3,Healthcare Representative,3,Divorced,10096,1,No,13,3,2,3,17,2,17,14,contract,non-minority,NO
55,Travel_Rarely,Research & Development,8,3,Medical,Female,3,4,Manager,3,Divorced,14756,2,Yes,14,3,3,3,21,2,5,0,contract,non-minority,NO
45,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,3,Research Scientist,1,Divorced,9724,2,No,17,3,3,1,25,2,1,0,full_time,non-minority,NO
35,Travel_Frequently,Research & Development,1,3,Medical,Male,3,1,Research Scientist,1,Married,2194,4,No,13,3,4,1,5,2,3,2,contract,non-minority,NO
36,Travel_Rarely,Research & Development,9,3,Medical,Male,2,1,Research Scientist,3,Married,3388,0,Yes,17,3,1,1,2,0,1,0,full_time,minority,NO
29,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,2,Married,2703,0,No,23,4,4,1,6,3,5,4,contract,non-minority,NO
31,Travel_Rarely,Research & Development,1,4,Medical,Male,3,1,Research Scientist,2,Single,2501,1,No,17,3,2,0,1,4,1,1,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,4,1,Laboratory Technician,4,Married,3038,3,No,12,3,2,0,5,3,1,0,full_time,minority,NO
35,Travel_Rarely,Sales,1,4,Marketing,Male,2,2,Sales Executive,1,Single,4312,0,No,14,3,2,0,16,2,15,13,full_time,non-minority,NO
45,Travel_Rarely,Research & Development,6,4,Other,Male,3,3,Research Director,1,Married,13245,4,Yes,14,3,2,0,17,3,0,0,contract,minority,NO
37,Travel_Rarely,Research & Development,7,4,Medical,Male,3,3,Research Director,3,Single,13664,4,No,13,3,1,0,16,3,5,2,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,1,3,Medical,Male,2,1,Research Scientist,3,Single,2859,1,No,18,3,1,0,6,3,6,4,full_time,non-minority,NO
55,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,3,Sales Executive,4,Married,10239,3,No,14,3,4,1,24,4,1,0,full_time,minority,NO
23,Travel_Rarely,Sales,2,1,Technical Degree,Male,3,1,Sales Representative,1,Divorced,2322,3,No,13,3,3,1,3,3,0,0,full_time,minority,NO
51,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,3,1,Laboratory Technician,4,Married,2075,3,No,23,4,2,2,10,4,4,2,full_time,non-minority,NO
40,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,2,4,Healthcare Representative,2,Married,13503,1,No,22,4,4,1,22,3,22,3,full_time,non-minority,NO
46,Travel_Frequently,Research & Development,1,3,Medical,Male,2,3,Healthcare Representative,1,Married,10673,2,Yes,13,3,3,1,21,5,10,9,full_time,non-minority,NO
54,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,3,3,Research Director,3,Married,13549,9,No,12,3,1,1,16,5,4,3,full_time,non-minority,NO
58,Travel_Rarely,Sales,10,4,Medical,Male,3,4,Sales Executive,3,Single,13872,0,No,13,3,3,0,38,1,37,10,contract,non-minority,NO
44,Non-Travel,Research & Development,23,3,Medical,Male,3,2,Laboratory Technician,2,Married,2042,4,No,12,3,3,1,17,3,3,2,contract,non-minority,NO
37,Travel_Rarely,Human Resources,6,4,Human Resources,Male,3,1,Human Resources,1,Divorced,2073,4,Yes,22,4,4,0,7,3,3,2,full_time,non-minority,NO
32,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,3,1,Research Scientist,1,Single,2956,1,No,13,3,4,0,1,2,1,0,full_time,non-minority,NO
20,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,2,1,Laboratory Technician,4,Single,2926,1,Yes,18,3,2,0,1,5,1,0,full_time,minority,NO
37,Non-Travel,Research & Development,2,2,Life Sciences,Male,2,2,Healthcare Representative,4,Divorced,5163,5,No,14,3,4,1,17,2,1,0,full_time,minority,NO
59,Non-Travel,Human Resources,2,4,Human Resources,Female,2,5,Manager,4,Married,18844,9,No,21,4,4,1,30,3,3,2,full_time,non-minority,NO
50,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,3,5,Research Director,2,Married,18172,3,Yes,19,3,1,0,28,1,8,3,full_time,non-minority,NO
25,Travel_Rarely,Sales,5,3,Marketing,Male,2,2,Sales Executive,3,Single,5744,1,Yes,11,3,4,0,6,1,6,4,full_time,non-minority,NO
25,Travel_Rarely,Research & Development,7,1,Medical,Male,2,1,Research Scientist,4,Married,2889,1,No,11,3,3,2,2,2,2,2,full_time,non-minority,NO
22,Travel_Rarely,Research & Development,15,3,Medical,Female,3,1,Laboratory Technician,4,Single,2871,1,No,15,3,3,0,1,5,0,0,full_time,minority,NO
51,Travel_Frequently,Research & Development,1,4,Medical,Female,2,3,Healthcare Representative,1,Single,7484,3,No,20,4,3,0,23,1,13,12,full_time,non-minority,NO
54,Non-Travel,Human Resources,26,3,Human Resources,Female,4,4,Manager,4,Single,17328,2,Yes,12,3,3,0,23,3,5,3,contract,non-minority,NO
34,Travel_Rarely,Research & Development,6,4,Life Sciences,Female,2,2,Research Scientist,2,Divorced,4505,6,No,15,3,3,1,12,3,1,0,full_time,non-minority,NO
34,Travel_Rarely,Research & Development,5,3,Medical,Female,2,3,Manager,1,Single,11631,2,No,12,3,4,0,14,6,11,10,full_time,non-minority,NO
36,Travel_Frequently,Sales,11,2,Technical Degree,Female,3,3,Sales Executive,4,Married,9738,0,No,14,3,3,1,10,6,9,7,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,3,1,Laboratory Technician,4,Divorced,2835,5,No,22,4,1,1,7,2,1,0,full_time,non-minority,NO
43,Travel_Frequently,Sales,26,2,Life Sciences,Male,3,4,Manager,4,Married,16959,1,Yes,12,3,4,2,25,3,25,12,full_time,non-minority,NO
30,Travel_Frequently,Research & Development,23,3,Life Sciences,Male,1,1,Research Scientist,3,Divorced,2613,1,No,25,4,3,3,10,2,10,7,full_time,non-minority,NO
51,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,3,5,Research Director,3,Single,19537,7,No,13,3,3,0,23,5,20,18,contract,non-minority,NO
58,Travel_Rarely,Research & Development,23,4,Medical,Female,3,3,Healthcare Representative,4,Married,10312,1,No,12,3,4,1,40,3,40,10,full_time,non-minority,NO
19,Travel_Rarely,Sales,22,1,Marketing,Male,3,1,Sales Representative,3,Single,1675,1,Yes,19,3,4,0,0,2,0,0,full_time,minority,NO
22,Travel_Rarely,Research & Development,2,1,Technical Degree,Male,3,1,Laboratory Technician,4,Married,2523,0,No,14,3,3,1,3,2,2,1,full_time,non-minority,NO
49,Travel_Rarely,Research & Development,20,4,Medical,Female,3,2,Manufacturing Director,1,Married,6567,1,No,14,3,3,0,16,2,15,11,full_time,non-minority,NO
43,Travel_Frequently,Research & Development,28,3,Medical,Female,4,1,Research Scientist,3,Single,4739,4,No,12,3,4,0,18,2,3,2,full_time,non-minority,NO
50,Travel_Frequently,Sales,12,3,Marketing,Female,3,3,Sales Executive,4,Single,9208,4,No,11,3,4,0,16,3,2,2,full_time,non-minority,NO
31,Travel_Rarely,Sales,20,3,Life Sciences,Female,1,2,Sales Executive,3,Married,4559,3,Yes,11,3,3,1,4,2,2,2,full_time,non-minority,NO
41,Travel_Rarely,Sales,9,1,Life Sciences,Male,3,3,Sales Executive,3,Divorced,8189,3,Yes,13,3,3,1,12,2,9,7,full_time,non-minority,NO
26,Travel_Rarely,Human Resources,25,1,Life Sciences,Female,3,1,Human Resources,3,Married,2942,1,No,23,4,4,1,8,3,8,7,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,6,2,Medical,Male,3,2,Manufacturing Director,2,Divorced,4941,6,No,20,4,4,2,7,0,3,2,full_time,non-minority,NO
51,Travel_Frequently,Research & Development,8,4,Life Sciences,Male,1,3,Manufacturing Director,4,Single,10650,2,No,15,3,4,0,18,2,4,2,full_time,non-minority,NO
32,Travel_Rarely,Research & Development,9,3,Medical,Female,3,1,Laboratory Technician,1,Single,4200,7,No,22,4,1,0,10,2,5,4,full_time,non-minority,NO
38,Travel_Rarely,Research & Development,3,5,Technical Degree,Female,3,2,Research Scientist,3,Single,4317,3,Yes,20,4,2,0,19,2,3,2,full_time,non-minority,NO
30,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,3,1,Research Scientist,1,Divorced,3204,5,No,14,3,4,1,8,3,3,2,full_time,non-minority,NO
30,Travel_Rarely,Research & Development,2,1,Medical,Male,2,1,Laboratory Technician,4,Single,2720,0,No,13,3,4,0,6,3,5,3,full_time,non-minority,NO
41,Travel_Frequently,Research & Development,10,3,Life Sciences,Male,2,4,Manager,1,Divorced,17181,4,No,13,3,2,1,21,2,7,6,contract,non-minority,NO
41,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,3,1,Laboratory Technician,1,Married,2238,2,No,21,4,4,1,7,2,5,0,full_time,non-minority,NO
19,Travel_Rarely,Research & Development,3,1,Medical,Female,3,1,Laboratory Technician,2,Single,1483,1,No,14,3,4,0,1,3,1,0,full_time,minority,NO
40,Travel_Frequently,Research & Development,26,3,Medical,Female,3,2,Research Scientist,2,Divorced,5605,1,No,11,3,1,1,20,2,20,7,full_time,non-minority,NO
32,Travel_Frequently,Sales,8,3,Marketing,Female,3,3,Sales Executive,4,Single,8998,1,No,14,3,4,0,9,2,9,8,full_time,non-minority,NO
29,Non-Travel,Research & Development,1,1,Technical Degree,Male,3,2,Manufacturing Director,3,Married,4319,1,No,13,3,1,1,10,1,10,7,full_time,non-minority,NO
51,Travel_Rarely,Research & Development,7,4,Medical,Male,2,2,Manufacturing Director,3,Married,6132,2,No,17,3,3,0,10,2,1,0,full_time,minority,NO
58,Travel_Rarely,Research & Development,9,3,Medical,Female,2,1,Research Scientist,2,Married,3346,4,Yes,20,4,2,1,9,3,1,0,full_time,minority,NO
40,Travel_Rarely,Sales,4,4,Marketing,Male,2,3,Sales Executive,4,Married,10855,7,No,11,3,1,1,15,2,12,11,full_time,non-minority,NO
34,Travel_Frequently,Sales,2,4,Marketing,Female,3,1,Sales Representative,3,Married,2231,6,No,18,3,4,1,6,3,4,3,full_time,non-minority,NO
22,Travel_Rarely,Research & Development,19,1,Medical,Male,3,1,Research Scientist,4,Married,2323,1,No,24,4,1,2,2,6,2,2,full_time,non-minority,NO
28,Travel_Rarely,Research & Development,21,3,Medical,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,5,2,full_time,non-minority,NO
27,Non-Travel,Research & Development,3,3,Medical,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,1,1,full_time,non-minority,NO
38,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,3,0,12,2,8,3,full_time,non-minority,NO
19,Travel_Frequently,Sales,1,1,Technical Degree,Female,1,1,Sales Representative,1,Single,2325,0,No,21,4,1,0,1,5,0,0,full_time,minority,NO
30,Non-Travel,Research & Development,9,3,Medical,Male,3,2,Laboratory Technician,1,Divorced,3072,1,No,11,3,3,2,12,4,12,9,full_time,non-minority,NO
45,Travel_Rarely,Sales,4,2,Life Sciences,Female,3,2,Sales Executive,1,Divorced,5006,4,Yes,11,3,1,1,9,3,5,4,full_time,non-minority,NO
56,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,3,1,Research Scientist,1,Divorced,4257,4,Yes,18,3,3,1,19,3,2,2,full_time,non-minority,NO
33,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,4,Single,2500,0,No,14,3,1,0,4,2,3,1,contract,non-minority,NO
19,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,1,Laboratory Technician,4,Single,1102,1,No,22,4,3,0,1,3,1,0,full_time,minority,NO
46,Travel_Rarely,Sales,1,2,Marketing,Female,3,3,Sales Executive,1,Divorced,10453,1,No,25,4,3,3,24,2,24,13,full_time,non-minority,NO
38,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,3,0,2,3,2,2,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,12,1,Medical,Female,3,1,Research Scientist,4,Married,3929,8,Yes,23,4,3,1,7,0,4,2,full_time,non-minority,NO
34,Travel_Rarely,Research & Development,27,2,Medical,Female,3,1,Research Scientist,2,Single,2311,2,No,15,3,4,0,9,3,3,2,contract,non-minority,NO
41,Travel_Rarely,Sales,20,2,Marketing,Female,3,1,Sales Representative,2,Single,3140,1,Yes,22,4,4,0,4,5,4,3,full_time,non-minority,NO
50,Travel_Rarely,Research & Development,1,3,Medical,Male,2,1,Laboratory Technician,3,Married,3690,2,No,15,3,4,1,5,2,3,2,contract,non-minority,NO
53,Travel_Rarely,Research & Development,13,2,Medical,Female,4,2,Manufacturing Director,1,Divorced,4450,1,No,11,3,3,2,5,3,4,2,full_time,non-minority,NO
